CENSUS BLOCK,CENSUS BLOCK FULL,TOTAL POPULATION
0208012004,170310208012004,41
0208012005,170310208012005,55
0208012006,170310208012006,105
0208012007,170310208012007,57
0208012008,170310208012008,55
0208012009,170310208012009,44
0208012010,170310208012010,79
0208012011,170310208012011,58
0208012012,170310208012012,68
0208012013,170310208012013,49
0208012014,170310208012014,45
0208012015,170310208012015,55
0208012016,170310208012016,67
0208012017,170310208012017,69
0208012018,170310208012018,51
0208012019,170310208012019,109
0208013000,170310208013000,124
0208013001,170310208013001,112
0208013002,170310208013002,94
0208013003,170310208013003,148
0208013004,170310208013004,89
0208013005,170310208013005,105
0208013006,170310208013006,48
0208013007,170310208013007,46
0208013008,170310208013008,104
0208013009,170310208013009,45
0208013010,170310208013010,61
0208013011,170310208013011,0
0208013012,170310208013012,58
0208013013,170310208013013,7
0208013014,170310208013014,0
0208013015,170310208013015,1
0208013016,170310208013016,28
0208013017,170310208013017,20
0208013018,170310208013018,2
0208013019,170310208013019,78
0208014000,170310208014000,0
0208014001,170310208014001,0
0208014002,170310208014002,35
0208014003,170310208014003,0
0208014004,170310208014004,0
0208014005,170310208014005,86
0208014006,170310208014006,95
0208014007,170310208014007,91
0208014008,170310208014008,92
0208014009,170310208014009,59
0208014010,170310208014010,97
0208014011,170310208014011,135
0208014012,170310208014012,85
0208014013,170310208014013,120
0208014014,170310208014014,102
0208014015,170310208014015,120
0208014016,170310208014016,155
0208014017,170310208014017,142
0208014018,170310208014018,161
0208014019,170310208014019,16
0208021000,170310208021000,0
0208021001,170310208021001,105
0208021002,170310208021002,135
0208021003,170310208021003,127
0208021004,170310208021004,137
0208021005,170310208021005,48
0208021006,170310208021006,43
0208021007,170310208021007,56
0208021008,170310208021008,62
0208021009,170310208021009,59
0208021010,170310208021010,48
0208021011,170310208021011,34
0208021012,170310208021012,54
0208021013,170310208021013,60
0208021014,170310208021014,51
0208021015,170310208021015,0
0208021016,170310208021016,0
0208021017,170310208021017,23
0208021018,170310208021018,0
0208021019,170310208021019,0
0208022000,170310208022000,175
0208022001,170310208022001,143
0208022002,170310208022002,205
0208022003,170310208022003,174
0208022004,170310208022004,165
0208022005,170310208022005,178
0208022006,170310208022006,0
0208022007,170310208022007,0
0208022008,170310208022008,85
0208022009,170310208022009,122
0208022010,170310208022010,2
0208022011,170310208022011,6
0208022012,170310208022012,127
0208022013,170310208022013,133
0208022014,170310208022014,124
0208022015,170310208022015,0
0208022016,170310208022016,157
0208023000,170310208023000,0
0208023001,170310208023001,72
0208023002,170310208023002,46
0208023003,170310208023003,28
0208023004,170310208023004,3
0208023005,170310208023005,152
0208023006,170310208023006,226
0208023007,170310208023007,107
0208023008,170310208023008,126
0208023009,170310208023009,174
0208023010,170310208023010,267
0208023011,170310208023011,242
0208023012,170310208023012,218
0208023013,170310208023013,214
0208023014,170310208023014,167
0208023015,170310208023015,113
0208023016,170310208023016,150
0208023017,170310208023017,28
0208023018,170310208023018,58
0208023019,170310208023019,168
0208024000,170310208024000,0
0208024001,170310208024001,0
0208024002,170310208024002,20
0208024003,170310208024003,13
0208024004,170310208024004,257
0208024005,170310208024005,177
0208024006,170310208024006,78
0208024007,170310208024007,6
0208024008,170310208024008,214
0208024009,170310208024009,141
0208024010,170310208024010,54
0208024011,170310208024011,56
0208024012,170310208024012,0
0208024013,170310208024013,71
0208024014,170310208024014,146
0208024015,170310208024015,96
0208024016,170310208024016,49
0208024017,170310208024017,62
0208024018,170310208024018,40
0208024019,170310208024019,38
0208024020,170310208024020,48
0209011000,170310209011000,860
0209011001,170310209011001,0
0209011002,170310209011002,37
0209011003,170310209011003,54
0209011004,170310209011004,35
0209011005,170310209011005,80
0209011006,170310209011006,109
0209011007,170310209011007,153
0209011008,170310209011008,138
0209011009,170310209011009,179
0209011010,170310209011010,165
0209011011,170310209011011,142
0209011012,170310209011012,0
0209011013,170310209011013,137
0209012000,170310209012000,144
0209012001,170310209012001,105
0209012002,170310209012002,32
0209012003,170310209012003,35
0209012004,170310209012004,114
0209012005,170310209012005,60
0209012006,170310209012006,51
0209012007,170310209012007,73
0209012008,170310209012008,143
0209012009,170310209012009,104
0209013000,170310209013000,57
0209013001,170310209013001,257
0209013002,170310209013002,197
0209013003,170310209013003,220
0209013004,170310209013004,229
0209013005,170310209013005,191
0209013006,170310209013006,33
0209013007,170310209013007,0
0209013008,170310209013008,112
0209013009,170310209013009,198
0209013010,170310209013010,180
0209013011,170310209013011,80
0209013012,170310209013012,92
0209013013,170310209013013,120
0209013014,170310209013014,3
0209013015,170310209013015,2
0209013016,170310209013016,5
0209013017,170310209013017,118
0209013018,170310209013018,116
0209013019,170310209013019,61
0209021000,170310209021000,0
0209021001,170310209021001,0
0209021002,170310209021002,137
0209021003,170310209021003,48
0209021004,170310209021004,50
0209021005,170310209021005,118
0209021006,170310209021006,223
0209021007,170310209021007,24
0209021008,170310209021008,140
0209021009,170310209021009,0
0209021010,170310209021010,0
0209021011,170310209021011,0
0209021012,170310209021012,0
0209021013,170310209021013,236
0209021014,170310209021014,169
0209021015,170310209021015,149
0209021016,170310209021016,241
0209021017,170310209021017,36
0209021018,170310209021018,135
0209021019,170310209021019,75
0209021020,170310209021020,58
0209021021,170310209021021,38
0209021022,170310209021022,333
0209021023,170310209021023,0
0209021024,170310209021024,0
0209021025,170310209021025,0
0209021026,170310209021026,53
0209021027,170310209021027,9
0209022000,170310209022000,80
0209022001,170310209022001,151
0209022002,170310209022002,302
0209022003,170310209022003,294
0209022004,170310209022004,212
0209022005,170310209022005,186
0209022006,170310209022006,14
0209022007,170310209022007,159
0209022008,170310209022008,157
0209022009,170310209022009,220
0209022010,170310209022010,78
0209022011,170310209022011,108
0209022012,170310209022012,53
0301011000,170310301011000,33
0301011001,170310301011001,465
0301011002,170310301011002,475
0301011003,170310301011003,9
0301012000,170310301012000,507
0301013000,170310301013000,619
0301013001,170310301013001,532
0301014001,170310301014001,759
0301014002,170310301014002,494
0301021001,170310301021001,413
0301021002,170310301021002,607
0301022000,170310301022000,440
0301022001,170310301022001,400
0301022002,170310301022002,6
0301022003,170310301022003,48
0301022004,170310301022004,113
0301023000,170310301023000,523
0301023001,170310301023001,258
0301023002,170310301023002,396
0301031000,170310301031000,433
0301031001,170310301031001,0
0301031002,170310301031002,217
0301031003,170310301031003,0
0301031004,170310301031004,154
0301032001,170310301032001,74
0301032002,170310301032002,0
0301032003,170310301032003,371
0301032004,170310301032004,295
0301032005,170310301032005,384
0301041001,170310301041001,730
0301041002,170310301041002,259
0301041003,170310301041003,227
0301041004,170310301041004,264
0301041005,170310301041005,750
0301041006,170310301041006,638
0301041007,170310301041007,0
0301041008,170310301041008,0
0301041009,170310301041009,0
0301042000,170310301042000,580
0301042001,170310301042001,233
0302001000,170310302001000,20
0302001001,170310302001001,125
0302001002,170310302001002,173
0302001003,170310302001003,165
0302001004,170310302001004,94
0302001005,170310302001005,121
0302001006,170310302001006,198
0302001007,170310302001007,54
0302001008,170310302001008,53
0302001009,170310302001009,53
0302001010,170310302001010,130
0302001011,170310302001011,90
0302001012,170310302001012,54
0302001013,170310302001013,87
0302001014,170310302001014,30
0302001015,170310302001015,65
0302001016,170310302001016,82
0302001017,170310302001017,74
0302001018,170310302001018,89
0302002000,170310302002000,0
0302002001,170310302002001,153
0302002002,170310302002002,76
0302002003,170310302002003,144
0302002004,170310302002004,62
0302002005,170310302002005,115
0302002006,170310302002006,122
0302002007,170310302002007,20
0302002008,170310302002008,14
0302002009,170310302002009,82
0302002010,170310302002010,104
0302002011,170310302002011,128
0302002012,170310302002012,5
0302002013,170310302002013,160
0302002014,170310302002014,51
0302002015,170310302002015,79
0302003000,170310302003000,50
0302003001,170310302003001,86
0302003002,170310302003002,64
0302003003,170310302003003,40
0302003004,170310302003004,60
0302003005,170310302003005,48
0302003006,170310302003006,40
0302003007,170310302003007,60
0302003008,170310302003008,57
0302003009,170310302003009,42
0302003010,170310302003010,30
0302003011,170310302003011,54
0302003012,170310302003012,52
0302003013,170310302003013,38
0302003014,170310302003014,62
0302003015,170310302003015,226
0302004000,170310302004000,16
0302004001,170310302004001,52
0302004002,170310302004002,77
0302004003,170310302004003,22
0302004004,170310302004004,58
0302004005,170310302004005,61
0302004006,170310302004006,71
0302004007,170310302004007,72
0302004008,170310302004008,98
0302004009,170310302004009,16
0302004010,170310302004010,88
0302004011,170310302004011,101
0302004012,170310302004012,85
0302004013,170310302004013,85
0302004014,170310302004014,28
0302004015,170310302004015,68
0302004016,170310302004016,120
0302004017,170310302004017,76
0302004018,170310302004018,73
0302004019,170310302004019,14
0302004020,170310302004020,7
0302004021,170310302004021,0
0303001000,170310303001000,40
0303001001,170310303001001,106
0303001002,170310303001002,0
0303001003,170310303001003,94
0303001004,170310303001004,76
0303001005,170310303001005,32
0303001006,170310303001006,0
0303001007,170310303001007,98
0303001008,170310303001008,18
0303001009,170310303001009,8
0303001010,170310303001010,53
0303001011,170310303001011,26
0303001012,170310303001012,144
0303001013,170310303001013,90
0303001014,170310303001014,140
0303001015,170310303001015,81
0303001016,170310303001016,74
0303001017,170310303001017,102
0303001018,170310303001018,191
0303001019,170310303001019,21
0303001020,170310303001020,54
0303001021,170310303001021,53
0303001022,170310303001022,173
0303001023,170310303001023,38
0303002000,170310303002000,31
0303002001,170310303002001,44
0303002002,170310303002002,41
0303002003,170310303002003,255
0303002004,170310303002004,166
0303002005,170310303002005,66
0303002006,170310303002006,0
0303002007,170310303002007,131
0303002008,170310303002008,29
0303002009,170310303002009,75
0303002010,170310303002010,121
0303002011,170310303002011,208
0303002012,170310303002012,0
0303002013,170310303002013,90
0303002014,170310303002014,102
0303002015,170310303002015,251
0304001000,170310304001000,0
0304001001,170310304001001,49
0304001002,170310304001002,315
0304001003,170310304001003,33
0304001004,170310304001004,32
0304001005,170310304001005,133
0304001006,170310304001006,152
0304001007,170310304001007,108
0304001008,170310304001008,39
0304001009,170310304001009,36
0304001010,170310304001010,44
0304001011,170310304001011,26
0304001012,170310304001012,53
0304001013,170310304001013,15
0304001014,170310304001014,29
0304001015,170310304001015,54
0304001016,170310304001016,43
0304001017,170310304001017,53
0304001018,170310304001018,52
0304001019,170310304001019,32
0304001020,170310304001020,26
0304001021,170310304001021,29
0304001022,170310304001022,21
0304002000,170310304002000,0
0304002001,170310304002001,59
0304002002,170310304002002,133
0304002003,170310304002003,99
0304002004,170310304002004,0
0304002005,170310304002005,0
0304002006,170310304002006,22
0304002007,170310304002007,204
0304002008,170310304002008,68
0304002009,170310304002009,96
0304002010,170310304002010,95
0304002011,170310304002011,41
0304002012,170310304002012,18
0304002013,170310304002013,41
0304002014,170310304002014,149
0304002015,170310304002015,100
0304002016,170310304002016,30
